term,GRS,Campus,College,Department,Program,program_no,Residency,Student_Type,Race,URM,Level,service_region,state,county,class,learner_age,cohort,retained
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Occupational Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Service Region,Kentucky,Pulaski,Senior,21 <= Age <= 24,1,0
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Occupational Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Service Region,Kentucky,Rockcastle,Junior,14 <= Age <= 20,1,0
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Occupational Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Service Region,Kentucky,Wayne,Senior,21 <= Age <= 24,1,0
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Occupational Science,1,In state Resident,New First Time Transfer,"Hispanic or Latino, regardless of race",URM,Undergraduate,KY:Non-Service Region,Kentucky,Marion,Junior,14 <= Age <= 20,1,0
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Occupational Science,1,In state Resident,New First Time Transfer,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Anderson,Senior,21 <= Age <= 24,1,1
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Occupational Science,1,In state Resident,New First Time Transfer,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Breathitt,Senior,14 <= Age <= 20,1,1
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Occupational Science,1,In state Resident,New First Time Transfer,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Fayette,Senior,21 <= Age <= 24,2,2
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Occupational Science,1,In state Resident,New First Time Transfer,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Fayette,Senior,25 <= Age <= 79,1,1
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Occupational Science,1,In state Resident,New First Time Transfer,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Hardin,Junior,14 <= Age <= 20,1,1
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Occupational Science,1,In state Resident,New First Time Transfer,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Jefferson,Senior,14 <= Age <= 20,1,1
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Occupational Science,1,In state Resident,New First Time Transfer,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Jefferson,Senior,21 <= Age <= 24,2,2
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Occupational Science,1,In state Resident,New First Time Transfer,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Warren,Junior,14 <= Age <= 20,1,1
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Occupational Science,1,In state Resident,New First Time Transfer,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Service Region,Kentucky,Bell,Junior,14 <= Age <= 20,1,1
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Occupational Science,1,In state Resident,Returning,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Floyd,Senior,21 <= Age <= 24,1,1
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Occupational Science,1,Out of state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,Out-of-State,Ohio,-Missing-,Junior,14 <= Age <= 20,1,1
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Occupational Science,1,Out of state Resident,New First Time Transfer,"Hispanic or Latino, regardless of race",URM,Undergraduate,Out-of-State,Tennessee,-Missing-,Junior,14 <= Age <= 20,1,1
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Occupational Science,1,Out of state Resident,New First Time Transfer,"White, Non-Hispanic Only",Non - URM,Undergraduate,Out-of-State,Alabama,-Missing-,Senior,21 <= Age <= 24,1,1
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Occupational Science,1,Out of state Resident,New First Time Transfer,"White, Non-Hispanic Only",Non - URM,Undergraduate,Out-of-State,Ohio,-Missing-,Junior,14 <= Age <= 20,1,1
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Occupational Science,1,Out of state Resident,New First Time Transfer,"White, Non-Hispanic Only",Non - URM,Undergraduate,Out-of-State,South Carolina,-Missing-,Senior,21 <= Age <= 24,1,1
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Pre-Occupational Science,1,In state Resident,Continuing,"American Indian or Alaskan Native, Non-Hispanic Only",URM,Undergraduate,KY:Non-Service Region,Kentucky,Franklin,Sophomore,14 <= Age <= 20,1,0
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Pre-Occupational Science,1,In state Resident,Continuing,"Hispanic or Latino, regardless of race",URM,Undergraduate,KY:Non-Service Region,Kentucky,Fayette,Senior,14 <= Age <= 20,1,1
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Pre-Occupational Science,1,In state Resident,Continuing,"Hispanic or Latino, regardless of race",URM,Undergraduate,KY:Non-Service Region,Kentucky,Nicholas,Sophomore,14 <= Age <= 20,1,0
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Pre-Occupational Science,1,In state Resident,Continuing,Two or More Races,URM,Undergraduate,KY:Non-Service Region,Kentucky,Anderson,Junior,14 <= Age <= 20,1,1
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Pre-Occupational Science,1,In state Resident,Continuing,Two or More Races,URM,Undergraduate,KY:Non-Service Region,Kentucky,Clark,Sophomore,14 <= Age <= 20,1,1
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Pre-Occupational Science,1,In state Resident,Continuing,Two or More Races,URM,Undergraduate,KY:Non-Service Region,Kentucky,Jefferson,Sophomore,14 <= Age <= 20,1,1
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Pre-Occupational Science,1,In state Resident,Continuing,Two or More Races,URM,Undergraduate,KY:Non-Service Region,Kentucky,Warren,Sophomore,14 <= Age <= 20,1,0
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Pre-Occupational Science,1,In state Resident,Continuing,Two or More Races,URM,Undergraduate,KY:Service Region,Kentucky,Madison,Senior,21 <= Age <= 24,1,1
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Pre-Occupational Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Anderson,Junior,14 <= Age <= 20,1,0
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Pre-Occupational Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Boyd,Sophomore,14 <= Age <= 20,1,1
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Pre-Occupational Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Bullitt,Sophomore,14 <= Age <= 20,2,2
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Pre-Occupational Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Butler,Junior,25 <= Age <= 79,1,1
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Pre-Occupational Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Campbell,Sophomore,14 <= Age <= 20,1,1
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Pre-Occupational Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Carroll,Sophomore,14 <= Age <= 20,1,0
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Pre-Occupational Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Clark,Sophomore,14 <= Age <= 20,1,0
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Pre-Occupational Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Fayette,Sophomore,14 <= Age <= 20,2,1
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Pre-Occupational Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Franklin,Junior,14 <= Age <= 20,1,1
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Pre-Occupational Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Greenup,Sophomore,14 <= Age <= 20,1,0
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Pre-Occupational Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Jefferson,Junior,14 <= Age <= 20,2,2
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Pre-Occupational Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Jefferson,Sophomore,14 <= Age <= 20,1,1
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Pre-Occupational Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Mason,Sophomore,14 <= Age <= 20,1,0
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Pre-Occupational Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Nelson,Junior,14 <= Age <= 20,1,1
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Pre-Occupational Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Oldham,Sophomore,14 <= Age <= 20,1,1
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Pre-Occupational Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Woodford,Sophomore,14 <= Age <= 20,1,0
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Pre-Occupational Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Service Region,Kentucky,Casey,Junior,14 <= Age <= 20,1,1
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Pre-Occupational Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Service Region,Kentucky,Estill,Sophomore,14 <= Age <= 20,2,1
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Pre-Occupational Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Service Region,Kentucky,Garrard,Junior,21 <= Age <= 24,1,0
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Pre-Occupational Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Service Region,Kentucky,Knox,Sophomore,14 <= Age <= 20,2,2
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Pre-Occupational Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Service Region,Kentucky,Laurel,Junior,14 <= Age <= 20,1,0
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Pre-Occupational Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Service Region,Kentucky,Madison,Junior,14 <= Age <= 20,1,1
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Pre-Occupational Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Service Region,Kentucky,Madison,Sophomore,14 <= Age <= 20,3,3
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Pre-Occupational Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Service Region,Kentucky,Pulaski,Junior,14 <= Age <= 20,1,1
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Pre-Occupational Science,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Service Region,Kentucky,Pulaski,Sophomore,14 <= Age <= 20,2,2
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Pre-Occupational Science,1,In state Resident,New First Time Freshman,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Pike,Freshman,14 <= Age <= 20,1,0
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Pre-Occupational Science,1,In state Resident,New First Time Freshman,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Service Region,Kentucky,Laurel,Sophomore,14 <= Age <= 20,1,0
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Pre-Occupational Science,1,In state Resident,New First Time Transfer,"Hispanic or Latino, regardless of race",URM,Undergraduate,KY:Non-Service Region,Kentucky,Jefferson,Junior,21 <= Age <= 24,1,1
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Pre-Occupational Science,1,In state Resident,New First Time Transfer,"Hispanic or Latino, regardless of race",URM,Undergraduate,KY:Non-Service Region,Kentucky,Mercer,Sophomore,14 <= Age <= 20,1,1
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Pre-Occupational Science,1,In state Resident,New First Time Transfer,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Montgomery,Sophomore,25 <= Age <= 79,1,1
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Pre-Occupational Science,1,In state Resident,Returning,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Jessamine,Freshman,21 <= Age <= 24,1,0
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Pre-Occupational Science,1,Out of state Resident,Continuing,"Hispanic or Latino, regardless of race",URM,Undergraduate,Out-of-State,Ohio,-Missing-,Sophomore,14 <= Age <= 20,1,1
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Pre-Occupational Science,1,Out of state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,Out-of-State,Ohio,-Missing-,Sophomore,14 <= Age <= 20,1,1
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Pre-Occupational Science,1,Out of state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,Out-of-State,Pennsylvania,-Missing-,Sophomore,14 <= Age <= 20,1,0
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,BS in Pre-Occupational Science,1,Out of state Resident,New First Time Transfer,"White, Non-Hispanic Only",Non - URM,Undergraduate,Out-of-State,Ohio,-Missing-,Sophomore,14 <= Age <= 20,1,1
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,DOT in Occupational Therapy,1,In state Resident,Continuing,Two or More Races,URM,Graduate,KY:Service Region,Kentucky,Laurel,Graduate,25 <= Age <= 79,1,0
Fall 2025 to Fall 2026,Non - GRS,On-Campus Program,College of Health Sciences,Occupational Therapy,DOT in Occupational Therapy,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Graduate,KY:Non-Service Region,Kentucky,Boone,Graduate,21 <= Age <= 24,3,0
